age,job,marital,education,balance,housing,duration,campaign,approval
45,unemployed,married,first,180,yes,62,2,no
35,management,married,third,0,yes,295,3,no
36,management,single,third,876,yes,241,2,no
57,admin.,married,second,2137,no,132,7,no
42,bluecollar,married,first,260,yes,175,2,no
32,bluecollar,married,second,53,yes,648,1,yes
60,management,married,third,944,no,251,2,yes
36,technician,married,second,2394,no,184,2,no
23,technician,married,second,297,yes,119,3,no
69,retired,single,third,2144,no,417,1,yes
31,technician,single,third,969,no,95,1,no
35,technician,married,second,0,no,125,2,no
26,entrepreneur,married,third,37,yes,187,1,no
46,technician,married,second,410,no,162,5,no
60,technician,married,second,1211,yes,176,1,no
63,management,single,third,71,no,107,6,no
34,management,married,,236,yes,28,1,no
48,bluecollar,married,first,559,yes,1231,2,no
31,management,married,third,1170,no,180,4,no
46,management,divorced,third,25,no,103,2,no
40,services,married,second,1325,no,150,2,no
39,entrepreneur,married,second,0,no,108,7,no
63,technician,single,second,647,yes,124,1,no
50,bluecollar,married,first,2142,yes,609,2,no
84,retired,divorced,first,639,no,353,3,yes
40,bluecollar,married,first,177,yes,742,4,no
55,management,married,third,236,no,180,1,no
40,services,divorced,second,1959,yes,177,1,no
46,admin.,married,first,96,no,151,2,no
23,selfemployed,single,third,0,no,147,1,no
34,bluecollar,married,second,250,yes,193,6,no
35,technician,single,second,126,no,112,2,no
57,retired,married,unknown,1621,yes,108,1,no
25,student,single,second,8,no,107,2,yes
32,selfemployed,married,third,189,yes,106,2,no
52,retired,single,second,316,no,463,3,no
31,selfemployed,single,third,282,yes,131,3,no
34,management,married,third,608,yes,140,2,no
42,technician,divorced,second,248,no,163,4,no
47,bluecollar,divorced,first,126,yes,2456,2,yes
50,selfemployed,divorced,third,13,yes,76,1,yes
60,technician,married,second,393,yes,235,1,yes
63,services,single,second,358,yes,602,1,no
56,technician,single,third,917,no,606,1,no
34,admin.,divorced,second,1268,yes,259,3,no
63,technician,married,second,163,yes,502,2,no
32,management,single,third,473,yes,72,2,no
34,management,married,third,4831,yes,265,1,no
37,technician,married,second,1063,yes,413,2,no
60,management,married,second,0,yes,756,3,no
29,bluecollar,married,second,424,yes,241,2,no
56,unemployed,divorced,first,802,no,258,2,no
31,management,married,third,460,yes,137,16,no
59,unknown,married,unknown,3940,no,48,2,no
36,housemaid,married,second,2880,no,283,1,no
51,bluecollar,divorced,second,1069,yes,247,2,no
54,selfemployed,divorced,first,2382,yes,193,4,no
37,management,married,third,0,no,129,4,no
32,technician,married,third,3939,no,189,2,no
42,selfemployed,married,third,753,no,31,1,no
29,bluecollar,married,second,358,no,88,5,no
52,bluecollar,married,first,1141,yes,22,5,no
40,technician,married,second,1259,no,234,5,no
60,services,married,second,227,no,23,1,no
55,entrepreneur,divorced,second,538,yes,353,2,yes
49,management,married,third,92,yes,221,2,no
63,technician,married,third,8023,no,196,1,no
32,services,single,second,2478,no,395,1,no
21,student,single,second,6844,no,126,3,no
42,technician,married,second,440,yes,13,5,no
56,selfemployed,married,second,800,no,170,1,no
39,unknown,single,second,914,no,18,1,no
60,entrepreneur,single,second,638,no,358,6,no
55,retired,married,second,159,no,159,1,no
23,bluecollar,married,first,483,yes,225,3,no
53,unemployed,married,second,94,no,493,1,yes
57,retired,married,second,1044,no,585,1,yes
39,selfemployed,single,unknown,0,no,13,11,no
56,technician,divorced,third,401,yes,26,1,no
29,services,single,unknown,63,no,161,1,no
38,bluecollar,married,first,506,yes,122,1,no
59,management,married,third,1881,no,456,2,no
42,technician,single,unknown,344,yes,26,7,no
46,bluecollar,married,first,0,yes,51,9,no
31,admin.,married,second,3,yes,37,12,no
35,services,divorced,second,221,yes,150,1,no
50,selfemployed,married,second,36,no,104,10,no
42,bluecollar,married,first,969,yes,721,1,no
36,services,single,second,760,no,9,13,no
25,admin.,single,third,218,no,68,1,no
42,management,single,third,10907,no,74,3,no
27,student,single,third,148,yes,146,3,no
32,bluecollar,married,first,415,yes,777,4,yes
57,management,married,third,1341,yes,639,2,no
48,bluecollar,married,second,865,yes,78,2,no
34,bluecollar,divorced,second,566,yes,248,2,no
63,services,married,second,210,yes,181,1,no
26,technician,single,second,1275,yes,18,9,no
50,bluecollar,married,second,579,no,83,4,no
60,technician,single,third,2934,no,263,2,no
47,management,married,third,6637,yes,174,2,no
31,management,married,third,271,no,89,1,no
52,technician,married,third,0,no,145,3,no
36,services,married,second,472,yes,1017,1,no
23,bluecollar,married,first,487,yes,548,2,no
60,technician,single,third,699,yes,213,4,no
32,bluecollar,married,second,150,no,210,1,no
31,management,single,third,1160,yes,224,3,no
29,management,single,second,584,yes,541,19,no
48,services,divorced,second,3186,no,104,1,no
32,services,single,second,163,no,171,1,yes
60,housemaid,single,third,868,no,387,2,no
48,bluecollar,married,second,480,yes,860,1,yes
51,bluecollar,married,unknown,1883,yes,57,1,no
34,management,married,third,606,no,97,1,yes
35,bluecollar,married,second,603,yes,474,2,no
49,management,single,first,548,no,115,6,no
36,unemployed,married,second,872,yes,153,1,no
37,bluecollar,divorced,second,63,yes,106,2,no
37,management,married,third,1689,yes,645,2,no
49,bluecollar,married,first,902,no,210,2,no
44,services,divorced,second,0,yes,97,1,no
40,student,married,second,260,no,52,1,no
57,technician,married,second,589,yes,223,1,no
39,technician,married,second,626,yes,126,2,no
38,services,married,second,0,no,1473,6,no
51,bluecollar,divorced,second,78,yes,723,2,no
27,bluecollar,single,second,3792,no,279,2,yes
38,bluecollar,single,third,14058,no,293,18,no
60,technician,single,second,522,yes,670,2,yes
36,student,single,unknown,386,no,359,2,no
37,unemployed,married,second,1978,no,404,1,yes
53,admin.,married,second,459,no,317,6,no
38,unemployed,married,third,2812,yes,860,1,yes
48,management,married,third,5057,no,37,1,no
26,housemaid,married,second,759,yes,191,1,no
63,bluecollar,single,second,416,yes,767,2,yes
47,technician,married,unknown,2106,yes,168,1,no
45,management,divorced,third,218,yes,89,4,no
32,bluecollar,divorced,second,0,yes,746,2,no
69,retired,married,unknown,426,no,225,1,yes
65,unknown,married,unknown,4717,no,256,1,yes
37,bluecollar,married,second,395,yes,219,2,no
45,bluecollar,divorced,first,0,yes,211,2,no
36,bluecollar,married,second,186,yes,177,2,no
62,selfemployed,divorced,third,6,yes,216,1,yes
37,management,married,third,4039,no,106,2,no
39,services,divorced,second,687,yes,869,1,yes
38,technician,single,second,242,yes,1173,3,yes
31,management,married,third,582,yes,58,2,no
58,bluecollar,divorced,first,8218,yes,124,10,no
44,management,single,third,1424,yes,181,2,no
31,bluecollar,married,second,92,yes,688,1,yes
63,technician,single,second,1885,no,501,2,yes
36,technician,single,third,197,no,260,1,yes
31,technician,single,second,2605,no,139,1,no
45,admin.,married,second,547,yes,214,2,no
60,technician,single,third,411,no,142,1,no
34,bluecollar,married,second,584,yes,154,2,no
34,management,married,third,997,yes,81,1,no
39,admin.,divorced,second,83,yes,69,6,no
416,management,married,third,6563,no,136,8,no
32,services,single,second,0,yes,99,13,no
32,management,single,third,0,no,9,6,no
36,bluecollar,married,first,398,yes,278,1,no
35,admin.,married,third,1145,yes,82,2,no
32,management,single,third,2,yes,100,2,yes
63,management,single,third,181,yes,171,1,no
49,entrepreneur,married,first,563,no,84,1,no
35,management,married,third,3161,no,463,2,no
31,technician,married,second,0,no,624,6,no
42,management,married,second,1631,no,698,2,no
34,housemaid,married,first,2929,no,518,2,yes
32,services,married,second,218,yes,123,2,no
29,management,single,third,5980,yes,317,1,no
32,services,single,second,48,yes,8,3,no
50,housemaid,single,unknown,0,no,118,8,no
58,retired,married,second,6382,no,294,2,no
59,technician,married,second,2608,no,815,1,yes
25,student,married,third,10,yes,857,4,yes
57,services,married,second,162,yes,174,1,no
60,bluecollar,single,second,1073,yes,1160,4,no
26,services,single,second,1700,yes,13,5,no
50,services,single,first,148,yes,198,2,no
39,services,married,second,0,yes,503,1,no
45,bluecollar,married,first,185,yes,249,3,no
37,management,divorced,third,896,no,323,2,no
47,bluecollar,divorced,first,1279,yes,479,2,no
50,technician,married,third,199,yes,116,2,no
40,management,married,second,99,no,15,5,no
35,bluecollar,married,first,378,yes,427,3,no
53,management,married,third,15,no,921,2,yes
35,admin.,married,second,147,yes,41,1,no
54,technician,married,second,2225,no,73,2,no
35,admin.,single,second,1810,yes,65,2,no
31,housemaid,married,unknown,6,no,94,2,no
46,technician,divorced,second,235,yes,192,3,no
52,management,married,second,635,no,411,1,yes
34,admin.,divorced,second,251,no,641,1,yes
46,services,divorced,second,5,yes,605,2,no
54,selfemployed,married,second,641,yes,472,1,no
37,admin.,married,third,0,yes,115,1,no
39,admin.,married,third,722,no,141,1,no
50,technician,married,third,6337,yes,24,14,no
44,technician,divorced,second,0,no,264,5,no
56,admin.,married,second,1504,yes,66,2,no
40,services,married,third,35,no,318,4,no
36,services,married,second,895,yes,622,1,no
63,management,married,third,752,yes,104,4,no
63,bluecollar,single,second,1925,yes,76,2,no
42,services,married,second,246,yes,149,1,no
60,selfemployed,single,third,901,yes,601,1,no
63,admin.,single,second,894,no,509,2,no
26,bluecollar,single,second,592,yes,174,1,no
26,admin.,single,second,3529,no,57,2,no
37,services,married,second,0,yes,187,2,no
59,retired,married,first,0,no,493,2,yes
49,bluecollar,married,first,371,yes,18,44,no
63,bluecollar,single,first,1,yes,257,1,no
46,technician,single,second,834,yes,196,2,no
55,entrepreneur,married,first,298,yes,144,3,no
49,services,married,third,606,yes,285,7,no
51,technician,married,second,123,yes,627,1,no
27,admin.,married,second,186,yes,136,2,no
44,technician,married,second,5597,no,27,3,no
40,services,single,second,1547,yes,88,2,no
36,management,married,third,1852,no,362,1,no
46,admin.,single,second,1790,yes,214,5,no
60,services,single,second,18,yes,404,6,no
35,admin.,married,second,8652,yes,103,6,no
31,technician,single,second,1626,no,356,2,no
37,admin.,married,second,749,no,219,1,no
49,bluecollar,married,unknown,51,yes,984,1,no
27,services,single,second,1,no,60,2,no
32,bluecollar,married,second,32,yes,145,1,no
70,retired,divorced,second,6850,no,252,3,no
22,technician,single,second,633,no,129,1,no
58,bluecollar,married,second,27,no,77,13,no
63,bluecollar,married,second,932,yes,226,1,no
83,retired,divorced,first,0,no,664,1,no
50,management,divorced,third,100,yes,157,1,no
53,bluecollar,married,second,626,yes,185,1,no
37,management,single,third,9,no,484,2,no
55,services,divorced,first,653,no,800,1,no
49,admin.,married,second,3608,yes,231,1,yes
41,bluecollar,married,first,293,yes,102,1,no
40,management,single,third,36,yes,240,3,no
48,management,married,third,263,yes,350,2,no
27,student,single,second,8366,no,458,2,no
60,management,single,third,2186,yes,366,1,no
37,entrepreneur,single,second,18453,yes,115,1,no
37,services,single,second,105,no,260,4,no
40,bluecollar,married,second,440,yes,327,2,no
73,retired,married,unknown,519,no,234,1,yes
50,management,married,third,19447,yes,166,1,no
53,bluecollar,married,first,225,no,171,7,no
47,bluecollar,married,second,2548,yes,577,1,no
63,technician,divorced,second,0,no,224,8,no
50,bluecollar,married,unknown,2284,yes,1088,17,yes
51,bluecollar,married,first,40,yes,79,1,no
42,housemaid,divorced,third,364,no,52,1,no
34,technician,single,second,174,no,259,4,no
44,technician,married,second,10888,yes,163,1,no
32,admin.,married,second,0,yes,159,2,no
60,retired,married,third,225,no,54,2,no
60,retired,divorced,third,2131,no,421,6,no
29,bluecollar,single,second,18,no,574,1,yes
39,management,single,second,36,no,70,2,no
47,bluecollar,married,first,2642,no,310,2,no
60,admin.,married,third,400,yes,223,1,no
31,technician,single,third,1214,no,39,1,no
34,management,single,third,292,yes,181,6,no
51,admin.,married,second,1415,yes,151,3,no
38,bluecollar,married,second,213,yes,270,15,no
47,admin.,single,second,2540,no,110,5,no
46,housemaid,single,third,3232,no,94,2,no
63,management,married,third,296,no,90,2,no
60,management,married,third,42,no,115,6,no
40,technician,married,second,697,no,218,2,no
38,bluecollar,single,second,13156,yes,291,4,no
63,retired,divorced,second,1490,no,506,1,yes
63,management,married,third,150,no,151,2,no
59,retired,married,second,0,no,812,1,yes
29,management,single,third,4210,yes,119,1,no
54,services,divorced,second,1012,yes,63,3,no
57,technician,married,second,16063,yes,352,3,no
57,bluecollar,married,first,5231,yes,383,1,no
28,services,single,second,317,yes,21,3,no
60,technician,single,second,4787,yes,266,1,no
28,bluecollar,married,second,225,yes,866,2,no
45,services,divorced,first,3854,yes,10,3,no
29,services,divorced,second,92,yes,240,1,no
42,bluecollar,married,first,10,yes,291,4,no
31,bluecollar,married,second,617,yes,115,2,no
59,housemaid,divorced,first,195,no,366,2,no
41,bluecollar,married,first,1172,yes,153,1,no
57,housemaid,married,second,0,no,197,2,no
23,services,divorced,second,0,no,106,4,no
60,services,divorced,second,94,yes,41,2,no
26,admin.,single,second,609,no,112,1,no
52,management,single,third,4,no,60,9,no
32,entrepreneur,divorced,second,1121,yes,211,3,no
39,management,divorced,third,355,yes,313,5,no
31,bluecollar,married,second,3653,yes,252,1,no
83,retired,divorced,first,1097,no,181,1,yes
34,management,married,third,236,no,118,4,no
40,bluecollar,married,second,4795,yes,57,1,no
39,selfemployed,married,second,266,no,102,2,no
50,unemployed,married,second,6357,no,239,4,yes
60,technician,married,third,101,yes,187,3,no
23,bluecollar,married,second,10910,yes,66,2,no
49,bluecollar,married,second,1568,no,186,6,no
41,retired,single,first,0,no,239,1,no
35,bluecollar,married,second,605,yes,7,7,no
57,retired,married,third,31,no,260,2,no
29,entrepreneur,married,second,452,yes,347,1,no
48,admin.,married,second,5,yes,697,2,no
38,entrepreneur,divorced,third,7929,no,182,3,no
41,entrepreneur,married,first,39,yes,549,2,yes
39,housemaid,married,first,267,no,1151,5,no
31,management,married,third,4945,no,445,1,no
51,technician,married,second,463,yes,213,5,no
35,unemployed,single,second,2116,yes,409,2,no
45,admin.,divorced,second,59,yes,873,8,yes
28,bluecollar,married,second,131,yes,147,5,no
57,retired,married,second,107,no,85,2,no
36,unemployed,married,second,35,no,639,3,no
49,technician,married,first,260,yes,96,1,no
34,management,single,third,2679,yes,195,1,no
65,retired,married,first,493,no,622,1,no
26,services,single,second,256,yes,101,2,no
52,bluecollar,married,first,163,no,96,2,no
32,bluecollar,single,second,811,yes,563,1,yes
63,unemployed,married,third,602,yes,670,1,no
23,management,married,third,3529,yes,190,3,no
26,technician,single,third,75,yes,351,1,no
45,technician,married,second,999,yes,215,6,no
60,management,single,third,7845,yes,59,1,no
37,services,divorced,first,260,yes,446,2,no
45,management,single,third,1848,yes,310,1,yes
34,management,married,third,1557,yes,213,1,no
35,services,married,second,505,yes,371,2,no
41,admin.,married,third,1536,no,54,2,no
42,selfemployed,married,third,0,no,118,6,no
48,bluecollar,married,unknown,239,yes,212,1,no
45,unknown,married,first,44,no,81,1,no
47,management,married,third,295,yes,157,1,no
37,bluecollar,married,first,190,yes,194,1,no
32,management,married,second,3935,yes,129,2,no
40,management,married,third,17,yes,474,1,yes
35,technician,single,second,175,yes,219,1,no
31,technician,single,second,4888,yes,475,4,no
36,technician,single,third,40,no,359,3,no
44,management,married,third,4460,no,168,2,no
52,admin.,divorced,second,98,no,148,1,no
28,student,single,second,360,no,197,1,no
45,bluecollar,married,first,13117,no,42,2,no
